model,layer,top_eigenvalue,trace,rows,anchor_error
mistral_7b_v03,0,0.007428140331357944,0.06862097662235556,2097152,1.7881393432617188e-07
mistral_7b_v03,1,0.023038064248321385,0.5781172940369288,2097152,5.960464477539063e-08
mistral_7b_v03,2,0.2102568691594054,3.8938818236929356,2097152,1.1920928955078125e-07
mistral_7b_v03,3,0.08696168779954078,3.563997885517893,2097152,1.1920928955078125e-07
mistral_7b_v03,4,0.10907473572134779,5.62098998867441,2097152,2.384185791015625e-07
mistral_7b_v03,5,0.19586398979980607,6.140309091570089,2097152,5.960464477539063e-08
mistral_7b_v03,6,0.1943180907012429,6.871142832591431,2097152,1.1920928955078125e-07
mistral_7b_v03,7,0.234323707964424,7.561374330922263,2097152,5.960464477539063e-08
mistral_7b_v03,8,0.28820746101257533,10.19334926677402,2097152,1.1920928955078125e-07
mistral_7b_v03,9,0.4667245572833525,11.785496657714251,2097152,5.960464477539063e-08
mistral_7b_v03,10,0.2729820510173648,11.881877911189807,2097152,2.384185791015625e-07
mistral_7b_v03,11,0.2765808227669522,15.486876170558386,2097152,1.1920928955078125e-07
mistral_7b_v03,12,0.36000540829504324,16.955578101798892,2097152,1.7881393432617188e-07
mistral_7b_v03,13,0.32777157564173254,16.20007856900338,2097152,5.960464477539063e-08
mistral_7b_v03,14,0.38448490314195655,22.578465152240828,2097152,7.450580596923828e-09
mistral_7b_v03,15,0.38100090084341115,22.121622416190803,2097152,5.960464477539063e-08
mistral_7b_v03,16,0.384761865856334,21.28708133206237,2097152,5.960464477539063e-08
mistral_7b_v03,17,0.4566040017008687,25.715130972792394,2097152,1.1920928955078125e-07
mistral_7b_v03,18,0.5708452291138286,26.593152933288366,2097152,1.1920928955078125e-07
mistral_7b_v03,19,0.8605405588541498,29.449024121742696,2097152,5.960464477539063e-08
mistral_7b_v03,20,1.138669242761115,32.16061894746963,2097152,5.960464477539063e-08
mistral_7b_v03,21,0.8497432706996181,37.45499832555651,2097152,2.9802322387695312e-08
mistral_7b_v03,22,1.3220702823744659,41.194718727492734,2097152,7.450580596923828e-09
mistral_7b_v03,23,1.4650528244617622,39.52241373760626,2097152,1.4901161193847656e-08
mistral_7b_v03,24,1.4354138464721609,44.00034473906271,2097152,5.960464477539063e-08
mistral_7b_v03,25,1.535080552947714,48.87676016567274,2097152,1.1920928955078125e-07
mistral_7b_v03,26,1.398182919543653,54.840742382686585,2097152,7.450580596923828e-09
mistral_7b_v03,27,3.8705407442672546,57.96139660663902,2097152,3.725290298461914e-09
mistral_7b_v03,28,1.785778644548773,69.75512274866922,2097152,1.4901161193847656e-08
mistral_7b_v03,29,5.629035033464056,91.9940574420616,2097152,3.725290298461914e-09
mistral_7b_v03,30,3.6300087191939894,106.8174512493424,2097152,1.1920928955078125e-07
mistral_7b_v03,31,1.8932571828839284,100.44639300787823,2097152,7.450580596923828e-09
