model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
llama31_70b,down,0,1,0.2082126631513257,0.9394000873691115,0.9394000873691115,5.927562413330469e-09
llama31_70b,down,0,2,0.001426896748056949,0.006437778132721917,0.9458378655018335,1.64686103716844e-05
llama31_70b,down,0,3,0.0005786086286805051,0.0026105280443003043,0.9484483935461338,0.00010765946709462168
llama31_70b,down,0,4,0.00043443410312762936,0.001960050979884977,0.9504084445260187,0.00021563637837928969
llama31_70b,down,0,5,0.000365533477907728,0.0016491897077042337,0.9520576342337229,0.0002548109146812496
llama31_70b,down,0,6,0.0003254063275398987,0.0014681466914395799,0.9535257809251626,0.00033973132277259784
llama31_70b,down,0,7,0.0003024124585584195,0.0013644044780543325,0.9548901854032169,0.0004418971947756666
llama31_70b,down,0,8,0.0002850788493745247,0.0012861998495013686,0.9561763852527182,0.00044991452995563785
llama31_70b,down,0,9,0.00024005246289255744,0.0010830527845971845,0.9572594380373153,0.0005622400540785381
llama31_70b,down,0,10,0.00020241847110898757,0.0009132582359157736,0.9581726962732311,0.0008705908648309756
llama31_70b,down,0,11,0.00017478866410856758,0.0007885999047780453,0.9589612961780092,0.0010935909777880616
llama31_70b,down,0,12,0.0001663954832544991,0.0007507321079385883,0.9597120282859477,0.0012577502418640318
llama31_70b,down,0,13,0.00014906092854982908,0.0006725232134476868,0.9603845514993954,0.0014248046829402152
llama31_70b,down,0,14,0.00014697955053311453,0.0006631325901246051,0.96104768408952,0.0014294511879187513
llama31_70b,down,0,15,0.00014006627334756658,0.0006319417245268165,0.9616796258140468,0.0017763669333153884
llama31_70b,down,0,16,0.00013303725019924478,0.000600228643969108,0.9622798544580159,0.001644249553459174
llama31_70b,down,0,17,0.00012268375610141423,0.0005535164358215716,0.9628333708938375,0.0028367424771918834
llama31_70b,down,0,18,0.00011130293670679573,0.0005021692095202273,0.9633355401033578,0.0026461088724949538
llama31_70b,down,0,19,0.00010901922071787737,0.0004918656911508526,0.9638274057945087,0.0024134606510173334
llama31_70b,down,0,20,9.84251663252321e-05,0.00044406813901632606,0.964271473933525,0.0035345922358551414
llama31_70b,down,0,21,9.764615571076493e-05,0.0004405534505808774,0.9647120273841058,0.0036477891110542936
llama31_70b,down,0,22,9.734117497286844e-05,0.00043917745871040393,0.9651512048428162,0.0045544753411153
llama31_70b,down,0,23,9.010625265481056e-05,0.0004065354159315134,0.9655577402587477,0.005045988088945402
llama31_70b,down,0,24,8.947363748127565e-05,0.00040368122473922357,0.9659614214834868,0.0036691539797698686
llama31_70b,down,0,25,8.245855412474723e-05,0.00037203103680980395,0.9663334525202967,0.004307495380583773
llama31_70b,down,0,26,7.387843460327157e-05,0.0003333198224863329,0.966666772342783,0.00644168474996339
llama31_70b,down,0,27,7.211087999339666e-05,0.0003253450868011196,0.9669921174295842,0.006373092183087452
llama31_70b,down,0,28,6.61858738645912e-05,0.00029861303702652386,0.9672907304666106,0.00922892683170004
llama31_70b,down,0,29,6.4177928673181e-05,0.00028955372305544127,0.9675802841896661,0.007086862366908562
llama31_70b,down,0,30,6.0104099956932494e-05,0.00027117369278231,0.9678514578824483,0.008078046821573485
llama31_70b,down,0,31,5.742153135588146e-05,0.00025907065764477146,0.9681105285400933,0.010792186651610776
llama31_70b,down,0,32,5.62702954686884e-05,0.0002538765879054798,0.9683644051279989,0.01048022350650436
llama31_70b,down,0,33,5.580655450369836e-05,0.0002517843121695335,0.9686161894401684,0.010102798377741624
llama31_70b,down,0,34,5.4239935415464664e-05,0.00024471614404715926,0.9688609055842156,0.011373911194835822
llama31_70b,down,0,35,5.2968552765437025e-05,0.00023898000411004357,0.9690998855883256,0.011805272764988476
llama31_70b,down,0,36,5.16552966870828e-05,0.0002330549424155617,0.9693329405307411,0.01056305918346974
llama31_70b,down,0,37,4.897263081968936e-05,0.00022095146843818906,0.9695538919991793,0.014930001223112612
llama31_70b,down,0,38,4.7431210951164814e-05,0.00021399699248438,0.9697678889916637,0.016820397020072476
llama31_70b,down,0,39,4.6781578117272856e-05,0.00021106602214050413,0.9699789550138042,0.015619782801719315
llama31_70b,down,0,40,4.31310352343079e-05,0.00019459574482259866,0.9701735507586267,0.015185356183412334
llama31_70b,down,0,41,4.205933936353122e-05,0.00018976053845520767,0.9703633112970819,0.018521448407270102
llama31_70b,down,0,42,4.1655869128971795e-05,0.00018794018820436585,0.9705512514852863,0.017215182939782612
llama31_70b,down,0,43,4.032561839395219e-05,0.00018193845114482867,0.9707331899364311,0.020158723384964015
llama31_70b,down,0,44,3.850383175239331e-05,0.00017371903497509993,0.9709069089714062,0.020161237964026302
llama31_70b,down,0,45,3.7384897890063204e-05,0.00016867070336969118,0.9710755796747759,0.021864813799961486
llama31_70b,down,0,46,3.586708378816778e-05,0.00016182273034850004,0.9712374024051244,0.024896404009409807
llama31_70b,down,0,47,3.4885559802777026e-05,0.00015739435551444483,0.9713947967606388,0.026854322960891804
llama31_70b,down,0,48,3.374338170455799e-05,0.00015224115210683923,0.9715470379127457,0.029949469832418484
llama31_70b,down,0,49,3.282044062895663e-05,0.00014807708776063598,0.9716951150005063,0.02759270285881449
llama31_70b,down,0,50,3.167802143014213e-05,0.00014292279657135076,0.9718380377970777,0.03416334098248966
llama31_70b,down,0,51,3.1445646290883435e-05,0.00014187438182645422,0.9719799121789041,0.030101237918828808
llama31_70b,down,0,52,3.080427867423338e-05,0.0001389807019416775,0.9721188928808457,0.031045465061129644
llama31_70b,down,0,53,3.0637918368639814e-05,0.00013823012854597693,0.9722571230093917,0.028191239804966402
llama31_70b,down,0,54,2.920508079118231e-05,0.00013176554697309217,0.9723888885563647,0.03776043553583653
llama31_70b,down,0,55,2.8365779866393875e-05,0.00012797884471328673,0.972516867401078,0.03865452310666271
llama31_70b,down,0,56,2.79294706726759e-05,0.0001260103338240104,0.972642877734902,0.04002933713616445
llama31_70b,down,0,57,2.7291741522677364e-05,0.0001231330697318113,0.9727660108046338,0.040834204393189126
llama31_70b,down,0,58,2.6798915686930072e-05,0.00012090957080455207,0.9728869203754382,0.03941273706285237
llama31_70b,down,0,59,2.622621209483385e-05,0.00011832568471275952,0.973005246060151,0.045179885707380914
llama31_70b,down,0,60,2.5649029831412027e-05,0.00011572159204865343,0.9731209676521998,0.04262705233803425
llama31_70b,down,0,61,2.5398596955013463e-05,0.00011459170560270788,0.9732355593578025,0.04293232085416866
llama31_70b,down,0,62,2.522695751386606e-05,0.00011381731415326625,0.9733493766719558,0.04986551359729788
llama31_70b,down,0,63,2.486677074517062e-05,0.00011219224737365459,0.9734615689193294,0.04454978086670158
llama31_70b,down,0,64,2.4382939973116024e-05,0.00011000933177831627,0.9735715782511077,0.0506704140010751
llama31_70b,down,0,65,2.3656480064813753e-05,0.00010673173813439209,0.9736783099892421,0.05576466436688701
llama31_70b,down,0,66,2.2915317356970767e-05,0.00010338780937441842,0.9737816977986166,0.05255089499472672
llama31_70b,down,0,67,2.2680232230945692e-05,0.00010232716789092406,0.9738840249665074,0.05140619661817328
llama31_70b,down,0,68,2.2057564957423043e-05,9.951785897428079e-05,0.9739835428254818,0.05219059118418914
llama31_70b,down,0,69,2.176316298137191e-05,9.818959566004099e-05,0.9740817324211418,0.055854287655273435
llama31_70b,down,0,70,2.1272845161801623e-05,9.597741223386676e-05,0.9741777098333758,0.05969725444464692
llama31_70b,down,0,71,2.1073034351614004e-05,9.507591906958634e-05,0.9742727857524454,0.049065330609334476
llama31_70b,down,0,72,2.075406927702539e-05,9.363683359610353e-05,0.9743664225860414,0.05568768481876135
llama31_70b,down,0,73,2.0352398550880108e-05,9.182460224800222e-05,0.9744582471882894,0.07332948955287762
llama31_70b,down,0,74,1.9830192545317186e-05,8.946854781871925e-05,0.9745477157361082,0.06731276823529693
llama31_70b,down,0,75,1.972896718429909e-05,8.901184594696393e-05,0.9746367275820551,0.06142497798440622
llama31_70b,down,0,76,1.955921827936071e-05,8.824598409343186e-05,0.9747249735661485,0.06528811896116185
llama31_70b,down,0,77,1.9266422979591763e-05,8.692496967470599e-05,0.9748118985358232,0.061395500934216474
llama31_70b,down,0,78,1.9040660906477966e-05,8.590639132314053e-05,0.9748978049271464,0.07178134126492129
llama31_70b,down,0,79,1.8533707884287006e-05,8.36191542928351e-05,0.9749814240814392,0.07112742265883903
llama31_70b,down,0,80,1.8331477299964842e-05,8.270674375206565e-05,0.9750641308251913,0.07151945641498801
llama31_70b,down,0,81,1.815294762925386e-05,8.190126542175879e-05,0.975146032090613,0.07164415938654574
llama31_70b,down,0,82,1.8013245710655424e-05,8.127096756882934e-05,0.9752273030581818,0.07193219271674868
llama31_70b,down,0,83,1.7790300598372034e-05,8.02650985943505e-05,0.9753075681567762,0.08907489315918936
llama31_70b,down,0,84,1.7487455125068807e-05,7.889874046908304e-05,0.9753864668972455,0.0750692349857791
llama31_70b,down,0,85,1.7255110675067598e-05,7.785046418594345e-05,0.9754643173614315,0.07718945071465197
llama31_70b,down,0,86,1.702861371008584e-05,7.682857019797758e-05,0.9755411459316294,0.097919428484136
llama31_70b,down,0,87,1.6824793475339257e-05,7.590898757783034e-05,0.9756170549192072,0.08361373516542966
