model,site,layer,sequence_index,token_position,projection_v1,projection_v2,bos_excluded
llama32_3b,down_input,1,14,1536,-0.2687403,-0.05904067,True
llama32_3b,down_input,1,14,1568,-0.23567796,-0.09417268,True
llama32_3b,down_input,1,14,1600,-0.27295518,-0.09369938,True
llama32_3b,down_input,1,14,1632,-0.18078284,-0.06272776,True
llama32_3b,down_input,1,14,1664,-0.24464956,0.59340614,True
llama32_3b,down_input,1,14,1696,-0.19145204,0.028761521,True
llama32_3b,down_input,1,14,1728,-0.36524367,-0.028677255,True
llama32_3b,down_input,1,14,1760,-0.29114258,-0.062115107,True
llama32_3b,down_input,1,14,1792,-0.1683972,-0.029949324,True
llama32_3b,down_input,1,14,1824,-0.24206518,0.016603667,True
llama32_3b,down_input,1,14,1856,-0.16179666,-0.10516166,True
llama32_3b,down_input,1,14,1888,-0.17510165,-0.05567096,True
llama32_3b,down_input,1,14,1920,-0.27731714,-0.0929165,True
llama32_3b,down_input,1,14,1952,-0.2940718,-0.1266107,True
llama32_3b,down_input,1,14,1984,-0.23064463,0.50185114,True
llama32_3b,down_input,1,14,2016,-0.16537182,-0.12569825,True
llama32_3b,down_input,1,15,32,-0.16062075,0.06640914,True
llama32_3b,down_input,1,15,64,-0.3236672,-0.06174528,True
llama32_3b,down_input,1,15,96,-0.31979892,-0.10562931,True
llama32_3b,down_input,1,15,128,-0.28276372,-0.05668892,True
llama32_3b,down_input,1,15,160,-0.21755409,0.10777692,True
llama32_3b,down_input,1,15,192,-0.29803628,-0.1137234,True
llama32_3b,down_input,1,15,224,-0.22595836,-0.06789104,True
llama32_3b,down_input,1,15,256,-0.21319595,-0.09694312,True
llama32_3b,down_input,1,15,288,-0.276065,-0.054965585,True
llama32_3b,down_input,1,15,320,-0.17329766,-0.06849608,True
llama32_3b,down_input,1,15,352,-0.3971099,-0.08947447,True
llama32_3b,down_input,1,15,384,-0.3961403,0.24086452,True
llama32_3b,down_input,1,15,416,-0.19764824,-0.121674396,True
llama32_3b,down_input,1,15,448,-0.36261618,-0.08639816,True
llama32_3b,down_input,1,15,480,-0.19762957,0.0048812013,True
llama32_3b,down_input,1,15,512,-0.3723825,-0.034719355,True
llama32_3b,down_input,1,15,544,-0.21231833,0.004886579,True
llama32_3b,down_input,1,15,576,-0.35531813,-0.06038405,True
llama32_3b,down_input,1,15,608,-0.24548674,0.08595745,True
llama32_3b,down_input,1,15,640,-0.29483682,-0.12161866,True
llama32_3b,down_input,1,15,672,-0.35626286,-0.20261379,True
llama32_3b,down_input,1,15,704,-0.23166761,-0.0769129,True
llama32_3b,down_input,1,15,736,-0.29292727,0.1368037,True
llama32_3b,down_input,1,15,768,-0.16245091,-0.06913567,True
llama32_3b,down_input,1,15,800,-0.30078354,-0.08247953,True
llama32_3b,down_input,1,15,832,-0.1920772,0.42127687,True
llama32_3b,down_input,1,15,864,-0.23696157,0.09252143,True
llama32_3b,down_input,1,15,896,-0.17296837,0.0686859,True
llama32_3b,down_input,1,15,928,-0.27428377,-0.11002532,True
llama32_3b,down_input,1,15,960,-0.3274002,-0.024657581,True
llama32_3b,down_input,1,15,992,-0.2425878,0.6747484,True
llama32_3b,down_input,1,15,1024,-0.27268687,-0.108239524,True
llama32_3b,down_input,1,15,1056,-0.29103565,-0.028775822,True
llama32_3b,down_input,1,15,1088,-0.306959,-0.11667932,True
llama32_3b,down_input,1,15,1120,-0.24728476,-0.09585504,True
llama32_3b,down_input,1,15,1152,-0.30945322,-0.025261719,True
llama32_3b,down_input,1,15,1184,-0.20306979,-0.014323865,True
llama32_3b,down_input,1,15,1216,-0.33600622,-0.04735307,True
llama32_3b,down_input,1,15,1248,-0.36330417,-0.10158207,True
llama32_3b,down_input,1,15,1280,-0.30954868,0.02350032,True
llama32_3b,down_input,1,15,1312,-0.2879613,-0.09893571,True
llama32_3b,down_input,1,15,1344,-0.26252714,0.020549128,True
llama32_3b,down_input,1,15,1376,-0.27022892,-0.11522936,True
llama32_3b,down_input,1,15,1408,-0.328515,-0.06664381,True
llama32_3b,down_input,1,15,1440,-0.28537616,-0.07915778,True
llama32_3b,down_input,1,15,1472,-0.30385408,-0.10662611,True
llama32_3b,down_input,1,15,1504,-0.21385156,0.015136808,True
llama32_3b,down_input,1,15,1536,-0.31545544,-0.011400315,True
llama32_3b,down_input,1,15,1568,-0.20286208,-0.054936778,True
llama32_3b,down_input,1,15,1600,-0.18701783,0.35671553,True
llama32_3b,down_input,1,15,1632,-0.20928714,0.53795576,True
llama32_3b,down_input,1,15,1664,-0.26933286,0.033425353,True
llama32_3b,down_input,1,15,1696,-0.28833377,0.04326514,True
llama32_3b,down_input,1,15,1728,-0.23251423,0.5800569,True
llama32_3b,down_input,1,15,1760,-0.18212809,-0.056501534,True
llama32_3b,down_input,1,15,1792,-0.27370444,-0.09837793,True
llama32_3b,down_input,1,15,1824,-0.34338477,-0.116109125,True
llama32_3b,down_input,1,15,1856,-0.24674246,0.50145406,True
llama32_3b,down_input,1,15,1888,-0.24350584,-0.14393437,True
llama32_3b,down_input,1,15,1920,-0.2301637,0.011028279,True
llama32_3b,down_input,1,15,1952,-0.2835576,-0.1068852,True
llama32_3b,down_input,1,15,1984,-0.2462317,0.079012565,True
llama32_3b,down_input,1,15,2016,-0.30602372,-0.06819956,True
llama32_3b,down_input,1,16,32,-0.2504329,-0.032515064,True
llama32_3b,down_input,1,16,64,-0.18866375,0.054191004,True
llama32_3b,down_input,1,16,96,-0.13683671,-0.07419671,True
llama32_3b,down_input,1,16,128,-0.21968341,-0.03349239,True
llama32_3b,down_input,1,16,160,-0.22691989,-0.015259976,True
llama32_3b,down_input,1,16,192,-0.36391756,0.2780678,True
llama32_3b,down_input,1,16,224,-0.3247131,0.13005659,True
llama32_3b,down_input,1,16,256,-0.2743655,-0.076162875,True
llama32_3b,down_input,1,16,288,-0.2259175,0.40654266,True
llama32_3b,down_input,1,16,320,-0.2332763,0.12549897,True
llama32_3b,down_input,1,16,352,-0.2640312,-0.12583579,True
llama32_3b,down_input,1,16,384,-0.2640727,0.036273256,True
llama32_3b,down_input,1,16,416,-0.29239658,-0.051234245,True
llama32_3b,down_input,1,16,448,-0.16577059,-0.078043014,True
llama32_3b,down_input,1,16,480,-0.20362252,0.025776656,True
llama32_3b,down_input,1,16,512,-0.19233781,-0.06580251,True
llama32_3b,down_input,1,16,544,-0.20643702,-0.03818592,True
llama32_3b,down_input,1,16,576,-0.20502461,-0.10348081,True
llama32_3b,down_input,1,16,608,-0.20889838,-0.10671167,True
llama32_3b,down_input,1,16,640,-0.2188998,-0.09177657,True
llama32_3b,down_input,1,16,672,-0.41952166,-0.13589883,True
llama32_3b,down_input,1,16,704,-0.25181448,-0.094663,True
llama32_3b,down_input,1,16,736,-0.15503283,-0.087063335,True
llama32_3b,down_input,1,16,768,-0.24568155,-0.051250868,True
llama32_3b,down_input,1,16,800,-0.19413793,-0.072891906,True
llama32_3b,down_input,1,16,832,-0.22770289,-0.0838752,True
llama32_3b,down_input,1,16,864,-0.20987836,-0.09042413,True
llama32_3b,down_input,1,16,896,-0.18978469,0.124033645,True
llama32_3b,down_input,1,16,928,-0.26640752,-0.055110212,True
llama32_3b,down_input,1,16,960,-0.25936034,-0.048397657,True
llama32_3b,down_input,1,16,992,-0.1314754,0.13145666,True
llama32_3b,down_input,1,16,1024,-0.18067667,0.43706965,True
llama32_3b,down_input,1,16,1056,-0.18862309,0.06687759,True
llama32_3b,down_input,1,16,1088,-0.17202125,-0.055665623,True
llama32_3b,down_input,1,16,1120,-0.22308086,-0.015191089,True
llama32_3b,down_input,1,16,1152,-0.18733282,0.12970553,True
llama32_3b,down_input,1,16,1184,-0.2153144,0.1504308,True
llama32_3b,down_input,1,16,1216,-0.16614525,-0.03974556,True
llama32_3b,down_input,1,16,1248,-0.13786036,0.006594787,True
llama32_3b,down_input,1,16,1280,-0.20070226,0.07897193,True
llama32_3b,down_input,1,16,1312,-0.20814174,-0.016106512,True
llama32_3b,down_input,1,16,1344,-0.27860385,0.32953015,True
llama32_3b,down_input,1,16,1376,-0.2734741,0.3366222,True
llama32_3b,down_input,1,16,1408,-0.23425475,0.0051571312,True
llama32_3b,down_input,1,16,1440,-0.18056801,-0.07496525,True
llama32_3b,down_input,1,16,1472,-0.2099725,-0.08231711,True
llama32_3b,down_input,1,16,1504,-0.27534205,0.08370528,True
llama32_3b,down_input,1,16,1536,-0.16541466,-0.09549647,True
llama32_3b,down_input,1,16,1568,-0.26287797,-0.08450306,True
llama32_3b,down_input,1,16,1600,-0.24654706,-0.03676179,True
llama32_3b,down_input,1,16,1632,-0.18039957,-0.04801849,True
llama32_3b,down_input,1,16,1664,-0.2204759,-0.07308323,True
llama32_3b,down_input,1,16,1696,-0.18528788,-0.028530415,True
llama32_3b,down_input,1,16,1728,-0.26339608,0.014903915,True
llama32_3b,down_input,1,16,1760,-0.34685925,0.029028561,True
llama32_3b,down_input,1,16,1792,-0.23704107,-0.07112985,True
llama32_3b,down_input,1,16,1824,-0.22750258,-0.12462443,True
llama32_3b,down_input,1,16,1856,-0.19000898,-0.07297019,True
llama32_3b,down_input,1,16,1888,-0.34068853,-0.0271521,True
llama32_3b,down_input,1,16,1920,-0.32649377,-0.02678592,True
llama32_3b,down_input,1,16,1952,-0.20634626,-0.07603967,True
llama32_3b,down_input,1,16,1984,-0.2479959,0.032501183,True
llama32_3b,down_input,1,16,2016,-0.22559953,-0.1134559,True
llama32_3b,down_input,1,17,32,-0.22557598,0.05022015,True
llama32_3b,down_input,1,17,64,-0.18802695,-0.13145426,True
llama32_3b,down_input,1,17,96,-0.17760684,-0.06334266,True
llama32_3b,down_input,1,17,128,-0.25012383,0.60240144,True
llama32_3b,down_input,1,17,160,-0.19399232,-0.12845953,True
llama32_3b,down_input,1,17,192,-0.27542663,-0.03848356,True
llama32_3b,down_input,1,17,224,-0.120853886,-0.04459527,True
llama32_3b,down_input,1,17,256,-0.28258523,-0.1349277,True
llama32_3b,down_input,1,17,288,-0.14693181,-0.032680243,True
llama32_3b,down_input,1,17,320,-0.24717902,-0.10518945,True
llama32_3b,down_input,1,17,352,-0.275737,-0.10476138,True
llama32_3b,down_input,1,17,384,-0.38068277,-0.15233642,True
llama32_3b,down_input,1,17,416,-0.20919998,0.58012307,True
llama32_3b,down_input,1,17,448,-0.25245768,0.13083133,True
llama32_3b,down_input,1,17,480,-0.22078249,-0.02589855,True
llama32_3b,down_input,1,17,512,-0.24562104,-0.012666604,True
llama32_3b,down_input,1,17,544,-0.24237432,-0.10418657,True
llama32_3b,down_input,1,17,576,-0.2584813,0.0032229386,True
llama32_3b,down_input,1,17,608,-0.23578519,-0.06866459,True
llama32_3b,down_input,1,17,640,-0.18490773,-0.05048449,True
llama32_3b,down_input,1,17,672,-0.264559,-0.11351254,True
llama32_3b,down_input,1,17,704,-0.19735026,-0.07969048,True
llama32_3b,down_input,1,17,736,-0.29463407,-0.1640141,True
llama32_3b,down_input,1,17,768,-0.18907969,-0.071826845,True
llama32_3b,down_input,1,17,800,-0.21716261,-0.009791836,True
llama32_3b,down_input,1,17,832,-0.33442187,-0.11643719,True
llama32_3b,down_input,1,17,864,-0.22962822,-0.047063377,True
llama32_3b,down_input,1,17,896,-0.24679415,0.567102,True
llama32_3b,down_input,1,17,928,-0.24352719,0.27516732,True
llama32_3b,down_input,1,17,960,-0.28970134,-0.09515153,True
llama32_3b,down_input,1,17,992,-0.24408849,-0.024089199,True
llama32_3b,down_input,1,17,1024,-0.22847657,-0.07425511,True
llama32_3b,down_input,1,17,1056,-0.16748655,0.08487902,True
llama32_3b,down_input,1,17,1088,-0.15769126,-0.012154125,True
llama32_3b,down_input,1,17,1120,-0.2716029,0.4871366,True
llama32_3b,down_input,1,17,1152,-0.21522541,-0.102766536,True
llama32_3b,down_input,1,17,1184,-0.1897425,-0.08887077,True
llama32_3b,down_input,1,17,1216,-0.24754171,-0.03708884,True
llama32_3b,down_input,1,17,1248,-0.20644815,0.30022827,True
llama32_3b,down_input,1,17,1280,-0.25718018,-0.07148714,True
llama32_3b,down_input,1,17,1312,-0.34091386,-0.030198263,True
llama32_3b,down_input,1,17,1344,-0.18658145,-0.11357919,True
llama32_3b,down_input,1,17,1376,-0.15289095,-0.056140248,True
llama32_3b,down_input,1,17,1408,-0.1219372,-0.06441093,True
llama32_3b,down_input,1,17,1440,-0.23585515,-0.0761184,True
llama32_3b,down_input,1,17,1472,-0.2385416,0.007230913,True
llama32_3b,down_input,1,17,1504,-0.2818707,-0.058429345,True
llama32_3b,down_input,1,17,1536,-0.23675893,-0.035644587,True
llama32_3b,down_input,1,17,1568,-0.27357423,-0.064316034,True
llama32_3b,down_input,1,17,1600,-0.2411523,-0.098937064,True
llama32_3b,down_input,1,17,1632,-0.32820642,0.35517338,True
llama32_3b,down_input,1,17,1664,-0.16210711,-0.05157939,True
llama32_3b,down_input,1,17,1696,-0.24815579,-0.12889892,True
llama32_3b,down_input,1,17,1728,-0.22678922,0.4803783,True
llama32_3b,down_input,1,17,1760,-0.28460777,0.119733274,True
llama32_3b,down_input,1,17,1792,-0.31394395,0.007311912,True
llama32_3b,down_input,1,17,1824,-0.25518462,-0.10186868,True
llama32_3b,down_input,1,17,1856,-0.2553133,0.0973259,True
llama32_3b,down_input,1,17,1888,-0.3105412,-0.036214046,True
llama32_3b,down_input,1,17,1920,-0.33666784,0.20650145,True
llama32_3b,down_input,1,17,1952,-0.18054679,-0.049597982,True
llama32_3b,down_input,1,17,1984,-0.22352582,0.41264266,True
llama32_3b,down_input,1,17,2016,-0.23131596,-0.056926284,True
llama32_3b,down_input,1,18,32,-0.15379226,0.10045212,True
llama32_3b,down_input,1,18,64,-0.24076134,-0.11218179,True
llama32_3b,down_input,1,18,96,-0.20357521,0.16965085,True
llama32_3b,down_input,1,18,128,-0.30659044,-0.098931186,True
llama32_3b,down_input,1,18,160,-0.26441106,0.020228747,True
llama32_3b,down_input,1,18,192,-0.24281248,-0.043978985,True
llama32_3b,down_input,1,18,224,-0.18543406,0.1350895,True
llama32_3b,down_input,1,18,256,-0.2792499,-0.057849478,True
llama32_3b,down_input,1,18,288,-0.23464638,-0.007819733,True
llama32_3b,down_input,1,18,320,-0.1821129,-0.009734183,True
llama32_3b,down_input,1,18,352,-0.20629705,0.44634765,True
llama32_3b,down_input,1,18,384,-0.21003082,0.5938025,True
llama32_3b,down_input,1,18,416,-0.33632073,-0.036929496,True
llama32_3b,down_input,1,18,448,-0.23292616,0.09177024,True
llama32_3b,down_input,1,18,480,-0.2056357,0.099146776,True
llama32_3b,down_input,1,18,512,-0.20286658,-0.073566094,True
llama32_3b,down_input,1,18,544,-0.22246692,-0.020595646,True
llama32_3b,down_input,1,18,576,-0.15992825,0.09601197,True
llama32_3b,down_input,1,18,608,-0.23619619,-0.08527797,True
llama32_3b,down_input,1,18,640,-0.2583417,-0.10936367,True
llama32_3b,down_input,1,18,672,-0.2011912,0.023177298,True
llama32_3b,down_input,1,18,704,-0.29857394,-0.06108954,True
llama32_3b,down_input,1,18,736,-0.2487417,-0.05458512,True
llama32_3b,down_input,1,18,768,-0.19695833,0.48574427,True
llama32_3b,down_input,1,18,800,-0.2561979,-0.035065077,True
llama32_3b,down_input,1,18,832,-0.34278777,-0.062053483,True
llama32_3b,down_input,1,18,864,-0.1809256,-0.07966625,True
llama32_3b,down_input,1,18,896,-0.14828423,-0.07980086,True
llama32_3b,down_input,1,18,928,-0.22738089,0.18530409,True
llama32_3b,down_input,1,18,960,-0.19128796,0.30071428,True
llama32_3b,down_input,1,18,992,-0.24283747,-0.059213907,True
llama32_3b,down_input,1,18,1024,-0.20074137,-0.06646191,True
llama32_3b,down_input,1,18,1056,-0.29757527,-0.011133757,True
llama32_3b,down_input,1,18,1088,-0.15665615,-0.054910902,True
llama32_3b,down_input,1,18,1120,-0.31415284,-0.065092616,True
llama32_3b,down_input,1,18,1152,-0.1825988,-0.046874236,True
llama32_3b,down_input,1,18,1184,-0.28490868,-0.085142896,True
llama32_3b,down_input,1,18,1216,-0.21730162,0.04094111,True
llama32_3b,down_input,1,18,1248,-0.22358274,0.0242383,True
llama32_3b,down_input,1,18,1280,-0.27515584,-0.105022416,True
llama32_3b,down_input,1,18,1312,-0.32384503,-0.03000787,True
llama32_3b,down_input,1,18,1344,-0.26426324,-0.10334909,True
llama32_3b,down_input,1,18,1376,-0.26715156,-0.0138893165,True
llama32_3b,down_input,1,18,1408,-0.20978598,0.52744347,True
llama32_3b,down_input,1,18,1440,-0.21708998,-0.046782758,True
llama32_3b,down_input,1,18,1472,-0.19179302,0.04624587,True
llama32_3b,down_input,1,18,1504,-0.25414646,-0.12506568,True
llama32_3b,down_input,1,18,1536,-0.24090855,-0.07254465,True
llama32_3b,down_input,1,18,1568,-0.3920213,-0.08671911,True
llama32_3b,down_input,1,18,1600,-0.23018639,-0.008546538,True
llama32_3b,down_input,1,18,1632,-0.27723125,-0.009469947,True
llama32_3b,down_input,1,18,1664,-0.23600474,-0.0614577,True
llama32_3b,down_input,1,18,1696,-0.26817742,-0.04275221,True
llama32_3b,down_input,1,18,1728,-0.22615093,0.52281535,True
llama32_3b,down_input,1,18,1760,-0.23569477,0.006221854,True
llama32_3b,down_input,1,18,1792,-0.2781347,-0.13704038,True
llama32_3b,down_input,1,18,1824,-0.2961494,-0.009868338,True
llama32_3b,down_input,1,18,1856,-0.19460215,-0.07780657,True
llama32_3b,down_input,1,18,1888,-0.23101304,0.033296265,True
llama32_3b,down_input,1,18,1920,-0.19702476,0.045659892,True
llama32_3b,down_input,1,18,1952,-0.22335842,-0.073303804,True
llama32_3b,down_input,1,18,1984,-0.16792239,0.27183905,True
llama32_3b,down_input,1,18,2016,-0.22871155,-0.116521984,True
llama32_3b,down_input,1,19,32,-0.2286951,0.27302757,True
llama32_3b,down_input,1,19,64,-0.26940718,-0.014223636,True
llama32_3b,down_input,1,19,96,-0.20908879,-0.09919825,True
llama32_3b,down_input,1,19,128,-0.21155761,0.49655434,True
llama32_3b,down_input,1,19,160,-0.15872726,-0.06948878,True
llama32_3b,down_input,1,19,192,-0.23920777,-0.031456787,True
llama32_3b,down_input,1,19,224,-0.12011065,-0.06121934,True
llama32_3b,down_input,1,19,256,-0.30826083,0.023324072,True
llama32_3b,down_input,1,19,288,-0.17820933,-0.06944952,True
llama32_3b,down_input,1,19,320,-0.22362679,0.50751835,True
llama32_3b,down_input,1,19,352,-0.16383569,0.204823,True
llama32_3b,down_input,1,19,384,-0.21971655,-0.047115736,True
llama32_3b,down_input,1,19,416,-0.24503,0.54927045,True
llama32_3b,down_input,1,19,448,-0.21707554,0.525497,True
llama32_3b,down_input,1,19,480,-0.16008455,-0.10387553,True
llama32_3b,down_input,1,19,512,-0.2556359,-0.067485675,True
llama32_3b,down_input,1,19,544,-0.17442366,0.019725114,True
llama32_3b,down_input,1,19,576,-0.25612116,-0.056328766,True
llama32_3b,down_input,1,19,608,-0.2741237,-0.1348035,True
llama32_3b,down_input,1,19,640,-0.1909208,0.0021269084,True
llama32_3b,down_input,1,19,672,-0.15851057,0.37092325,True
llama32_3b,down_input,1,19,704,-0.24968757,0.031131506,True
llama32_3b,down_input,1,19,736,-0.21593961,-0.06491176,True
llama32_3b,down_input,1,19,768,-0.31558755,-0.020358192,True
llama32_3b,down_input,1,19,800,-0.23478599,-0.01825275,True
llama32_3b,down_input,1,19,832,-0.25038034,-0.072400875,True
llama32_3b,down_input,1,19,864,-0.17708728,-0.08524217,True
llama32_3b,down_input,1,19,896,-0.24185812,-0.082459755,True
llama32_3b,down_input,1,19,928,-0.2915317,-0.0128888,True
llama32_3b,down_input,1,19,960,-0.21877883,-0.05775441,True
llama32_3b,down_input,1,19,992,-0.2819476,0.0025500457,True
llama32_3b,down_input,1,19,1024,-0.26942205,-0.1729173,True
llama32_3b,down_input,1,19,1056,-0.22685398,-0.12500156,True
llama32_3b,down_input,1,19,1088,-0.2957493,-0.08775862,True
llama32_3b,down_input,1,19,1120,-0.19722643,0.04948772,True
llama32_3b,down_input,1,19,1152,-0.30486366,-0.030570231,True
llama32_3b,down_input,1,19,1184,-0.2833009,0.015878469,True
llama32_3b,down_input,1,19,1216,-0.16104959,-0.06035978,True
llama32_3b,down_input,1,19,1248,-0.2863602,-0.07547466,True
llama32_3b,down_input,1,19,1280,-0.24677862,0.55508536,True
llama32_3b,down_input,1,19,1312,-0.18840086,-0.08354252,True
llama32_3b,down_input,1,19,1344,-0.29814157,-0.011352191,True
llama32_3b,down_input,1,19,1376,-0.22468393,-0.026153736,True
llama32_3b,down_input,1,19,1408,-0.16997895,-0.057767652,True
llama32_3b,down_input,1,19,1440,-0.11127431,-0.05310575,True
llama32_3b,down_input,1,19,1472,-0.22804306,-0.06918164,True
llama32_3b,down_input,1,19,1504,-0.3144951,-0.040717598,True
llama32_3b,down_input,1,19,1536,-0.12319385,-0.055715524,True
llama32_3b,down_input,1,19,1568,-0.2496722,-0.061168298,True
llama32_3b,down_input,1,19,1600,-0.21402994,0.50252914,True
llama32_3b,down_input,1,19,1632,-0.29795295,0.014379308,True
llama32_3b,down_input,1,19,1664,-0.15658829,-0.035418447,True
llama32_3b,down_input,1,19,1696,-0.23975788,-0.04479153,True
llama32_3b,down_input,1,19,1728,-0.24796297,-0.033158373,True
llama32_3b,down_input,1,19,1760,-0.28143165,-0.070166536,True
llama32_3b,down_input,1,19,1792,-0.29762268,0.34459004,True
llama32_3b,down_input,1,19,1824,-0.2076163,-0.12217355,True
llama32_3b,down_input,1,19,1856,-0.20551464,0.57682407,True
llama32_3b,down_input,1,19,1888,-0.31733406,-0.039917577,True
llama32_3b,down_input,1,19,1920,-0.3071648,-0.098121196,True
llama32_3b,down_input,1,19,1952,-0.18742816,-0.07729931,True
llama32_3b,down_input,1,19,1984,-0.22817005,-0.10374312,True
llama32_3b,down_input,1,19,2016,-0.22568567,-0.024169922,True
llama32_3b,down_input,1,20,32,-0.20825839,-0.113012604,True
llama32_3b,down_input,1,20,64,-0.20560618,-0.012404949,True
llama32_3b,down_input,1,20,96,-0.27293986,-0.016926266,True
llama32_3b,down_input,1,20,128,-0.3186043,-0.07541869,True
llama32_3b,down_input,1,20,160,-0.2607169,-0.1469169,True
llama32_3b,down_input,1,20,192,-0.2480826,-0.12529853,True
llama32_3b,down_input,1,20,224,-0.22335353,-0.019007504,True
llama32_3b,down_input,1,20,256,-0.19138148,0.047465067,True
llama32_3b,down_input,1,20,288,-0.25055802,-0.04941535,True
llama32_3b,down_input,1,20,320,-0.22573902,-0.10966564,True
llama32_3b,down_input,1,20,352,-0.36497384,-0.011356642,True
llama32_3b,down_input,1,20,384,-0.22332053,-0.046427887,True
llama32_3b,down_input,1,20,416,-0.24292356,0.5103225,True
llama32_3b,down_input,1,20,448,-0.24292181,-0.0069963736,True
llama32_3b,down_input,1,20,480,-0.24120525,-0.096520685,True
llama32_3b,down_input,1,20,512,-0.29698005,-0.14947882,True
llama32_3b,down_input,1,20,544,-0.22777341,-0.03343028,True
llama32_3b,down_input,1,20,576,-0.29601103,-0.046446085,True
llama32_3b,down_input,1,20,608,-0.22217992,0.59914285,True
llama32_3b,down_input,1,20,640,-0.2454323,-0.07336801,True
llama32_3b,down_input,1,20,672,-0.20203468,-0.042315602,True
llama32_3b,down_input,1,20,704,-0.2746969,-0.021339606,True
llama32_3b,down_input,1,20,736,-0.20348993,-0.06615732,True
llama32_3b,down_input,1,20,768,-0.3840831,-0.041772146,True
llama32_3b,down_input,1,20,800,-0.25971407,0.08978891,True
llama32_3b,down_input,1,20,832,-0.24155043,-0.03576543,True
llama32_3b,down_input,1,20,864,-0.14852473,-0.08798837,True
llama32_3b,down_input,1,20,896,-0.21828924,-0.06595436,True
llama32_3b,down_input,1,20,928,-0.20583713,-0.023679782,True
llama32_3b,down_input,1,20,960,-0.24114735,-0.08150273,True
llama32_3b,down_input,1,20,992,-0.23450513,-0.040709008,True
llama32_3b,down_input,1,20,1024,-0.20756367,-0.081478894,True
llama32_3b,down_input,1,20,1056,-0.17948022,-0.09136655,True
llama32_3b,down_input,1,20,1088,-0.24118365,-0.016720444,True
llama32_3b,down_input,1,20,1120,-0.21347067,-0.032461967,True
llama32_3b,down_input,1,20,1152,-0.25209546,0.24389143,True
llama32_3b,down_input,1,20,1184,-0.27798408,0.0055617485,True
llama32_3b,down_input,1,20,1216,-0.21407683,0.07513425,True
llama32_3b,down_input,1,20,1248,-0.15519778,-0.07155394,True
llama32_3b,down_input,1,20,1280,-0.19057877,-0.085012026,True
llama32_3b,down_input,1,20,1312,-0.2914675,-0.07317802,True
llama32_3b,down_input,1,20,1344,-0.22514379,-0.0596722,True
llama32_3b,down_input,1,20,1376,-0.36226717,-0.09718258,True
llama32_3b,down_input,1,20,1408,-0.21513861,-0.020161688,True
llama32_3b,down_input,1,20,1440,-0.18305513,0.53638774,True
llama32_3b,down_input,1,20,1472,-0.27301118,-0.020165246,True
llama32_3b,down_input,1,20,1504,-0.2595274,0.06705687,True
llama32_3b,down_input,1,20,1536,-0.27140743,0.010537711,True
llama32_3b,down_input,1,20,1568,-0.22621527,0.49517447,True
llama32_3b,down_input,1,20,1600,-0.18276916,-0.123265386,True
llama32_3b,down_input,1,20,1632,-0.1432954,-0.07004481,True
llama32_3b,down_input,1,20,1664,-0.18170837,-0.08058499,True
llama32_3b,down_input,1,20,1696,-0.3026334,0.022434743,True
llama32_3b,down_input,1,20,1728,-0.17605811,0.050604597,True
llama32_3b,down_input,1,20,1760,-0.23523875,-0.115065664,True
llama32_3b,down_input,1,20,1792,-0.21853656,-0.09927569,True
llama32_3b,down_input,1,20,1824,-0.21760334,-0.026184307,True
llama32_3b,down_input,1,20,1856,-0.27707314,0.08711909,True
llama32_3b,down_input,1,20,1888,-0.38884148,-0.052538697,True
llama32_3b,down_input,1,20,1920,-0.15115723,-0.035529386,True
llama32_3b,down_input,1,20,1952,-0.22523738,-0.062304482,True
llama32_3b,down_input,1,20,1984,-0.2868406,-0.034236886,True
llama32_3b,down_input,1,20,2016,-0.24167776,0.067360036,True
llama32_3b,down_input,1,21,32,-0.25072062,-0.091984026,True
llama32_3b,down_input,1,21,64,-0.28696883,-0.051541124,True
llama32_3b,down_input,1,21,96,-0.18271004,-0.06344325,True
llama32_3b,down_input,1,21,128,-0.14061198,-0.059879985,True
llama32_3b,down_input,1,21,160,-0.29376864,-0.009410526,True
llama32_3b,down_input,1,21,192,-0.25801745,-0.007399209,True
llama32_3b,down_input,1,21,224,-0.3634584,-0.114691086,True
llama32_3b,down_input,1,21,256,-0.22914077,0.5609143,True
llama32_3b,down_input,1,21,288,-0.18065986,-0.025548315,True
llama32_3b,down_input,1,21,320,-0.39593756,0.14312848,True
llama32_3b,down_input,1,21,352,-0.4067382,-0.089338735,True
llama32_3b,down_input,1,21,384,-0.2142978,-0.012269446,True
llama32_3b,down_input,1,21,416,-0.26075968,-0.054133654,True
llama32_3b,down_input,1,21,448,-0.21861455,-0.05253264,True
llama32_3b,down_input,1,21,480,-0.32622468,0.024090074,True
llama32_3b,down_input,1,21,512,-0.24539469,-0.020346623,True
llama32_3b,down_input,1,21,544,-0.16464916,0.052606527,True
llama32_3b,down_input,1,21,576,-0.21217716,-0.05092111,True
llama32_3b,down_input,1,21,608,-0.26230443,-0.10750987,True
llama32_3b,down_input,1,21,640,-0.29732057,-0.049634323,True
llama32_3b,down_input,1,21,672,-0.3264296,-0.0336438,True
llama32_3b,down_input,1,21,704,-0.27695352,0.029557,True
llama32_3b,down_input,1,21,736,-0.26463354,-0.10874613,True
llama32_3b,down_input,1,21,768,-0.20000383,-0.035070784,True
llama32_3b,down_input,1,21,800,-0.28093016,-0.08239482,True
llama32_3b,down_input,1,21,832,-0.23207654,0.059569877,True
